Date,Open,High,Low,Close,Adj Close,Volume
2011-01-01,32.939999,32.939999,30.945000,31.424999,22.842886,366736200
2011-02-01,31.440001,32.375000,31.065001,31.959999,23.231779,315007200
2011-03-01,32.139999,33.424999,30.645000,33.169998,24.111324,431192600
2011-04-01,33.445000,34.235001,32.904999,33.730000,24.696171,303736200
2011-05-01,33.880001,34.384998,33.150002,33.404999,24.458220,278651000
2011-06-01,33.299999,33.744999,32.215000,33.645000,24.633940,349221400
2011-07-01,33.509998,34.910000,33.294998,34.005001,25.077770,325485600
2011-08-01,34.250000,35.384998,31.795000,35.224998,25.977491,647917600
2011-09-01,35.044998,35.884998,33.310001,33.779999,24.911840,517243200
2011-10-01,33.294998,34.544998,31.670000,34.160000,25.363903,406481800
2011-11-01,33.564999,34.410000,32.369999,33.615002,24.959238,338562800
2011-12-01,33.500000,35.145000,32.939999,34.985001,26.165171,309556200
2012-01-01,35.075001,35.355000,33.285000,33.764999,25.252735,300231600
2012-02-01,33.939999,34.990002,33.709999,34.930000,26.124041,287665000
2012-03-01,34.935001,37.195000,34.250000,37.005001,27.675919,410250600
2012-04-01,36.915001,38.910000,35.910000,38.160000,28.748745,292370000
2012-05-01,38.270000,38.869999,36.735001,37.365002,28.149815,335390800
2012-06-01,36.994999,39.095001,36.279999,39.095001,29.453154,279573200
2012-07-01,39.049999,40.665001,38.049999,40.400002,30.644136,289020200
2012-08-01,40.485001,40.625000,37.130001,37.400002,28.368582,308129200
2012-09-01,37.520000,39.000000,37.110001,37.930000,28.770590,469561900
2012-10-01,38.160000,38.830002,36.540001,37.180000,28.393406,293829600
2012-11-01,37.150002,37.980000,35.860001,37.919998,28.958521,261448200
2012-12-01,37.900002,37.990002,35.580002,36.250000,27.873123,269626400
2013-01-01,36.990002,37.869999,36.520000,37.240002,28.634346,302757300
2013-02-01,37.540001,39.060001,36.540001,38.720001,29.772341,324939300
2013-03-01,38.490002,40.700001,38.450001,40.439999,31.094873,288428800
2013-04-01,40.389999,42.959999,39.770000,42.330002,32.783737,317772200
2013-05-01,42.150002,43.430000,39.990002,39.990002,30.971449,288223000
2013-06-01,39.950001,41.730000,38.970001,40.110001,31.064398,305808000
2013-07-01,40.500000,41.250000,39.500000,40.080002,31.255714,260921100
2013-08-01,40.400002,40.750000,37.799999,38.180000,29.774025,296801300
2013-09-01,38.270000,39.669998,37.750000,37.880001,29.540079,300960000
2013-10-01,38.000000,39.959999,36.830002,39.570000,31.082415,378979000
2013-11-01,39.570000,40.880001,39.220001,40.189999,31.569433,267950200
2013-12-01,40.099998,41.389999,38.869999,41.310001,32.676510,301144500
2014-01-01,41.119999,41.230000,37.720001,37.820000,29.915890,289400900
2014-02-01,38.020000,39.020000,36.889999,38.200001,30.216471,385231900
2014-03-01,37.880001,39.029999,37.849998,38.660000,30.580330,349073700
2014-04-01,38.529999,41.279999,38.040001,40.790001,32.520832,382724700
2014-05-01,40.790001,41.220001,40.259998,40.910000,32.616501,213626400
2014-06-01,40.750000,42.490002,40.150002,42.360001,33.772537,281955100
2014-07-01,42.389999,42.570000,39.250000,39.290001,31.560492,282905200
2014-08-01,39.130001,41.750000,39.060001,41.720001,33.512447,247865300
2014-09-01,41.520000,42.810001,41.180000,42.660000,34.267521,314829200
2014-10-01,42.549999,44.869999,40.099998,41.880001,33.886044,529864600
2014-11-01,41.790001,45.000000,41.590000,44.830002,36.272957,254105000
2014-12-01,44.180000,44.770000,39.799999,42.220001,34.397274,326860800
2015-01-01,42.259998,43.830002,41.110001,41.169998,33.541832,293092200
2015-02-01,41.209999,43.660000,40.900002,43.299999,35.277176,291647700
2015-03-01,43.299999,43.299999,39.610001,40.549999,33.036705,370738500
2015-04-01,40.790001,41.610001,40.099998,40.560001,33.319054,284020300
2015-05-01,40.580002,41.689999,40.389999,40.959999,33.647640,230592600
2015-06-01,41.360001,41.410000,39.119999,39.230000,32.226490,288290300
2015-07-01,39.380001,41.599998,39.220001,41.080002,34.024620,268100000
2015-08-01,40.849998,42.250000,36.560001,39.320000,32.566895,342886000
2015-09-01,38.669998,40.230000,37.840000,40.119999,33.229496,347283900
2015-10-01,40.220001,43.849998,39.360001,42.349998,35.380394,366307300
2015-11-01,42.320000,43.599998,41.340000,42.619999,35.605961,252129100
2015-12-01,42.730000,43.910000,41.970001,42.959999,36.165245,286672000
2016-01-01,42.340000,43.259998,40.750000,42.919998,36.131569,317920800
2016-02-01,42.599998,44.180000,41.900002,43.130001,36.308357,304133400
2016-03-01,43.380001,46.880001,43.169998,46.389999,39.052738,347238100
2016-04-01,46.139999,47.130001,42.869999,44.799999,38.008331,317337800
2016-05-01,44.570000,45.900002,43.939999,44.599998,37.838657,230295800
2016-06-01,44.599998,46.009998,43.320000,45.330002,38.457996,265492600
2016-07-01,45.330002,45.939999,43.099998,43.630001,37.299572,235959400
2016-08-01,43.689999,44.330002,43.080002,43.430000,37.128590,235118300
2016-09-01,43.209999,43.830002,41.849998,42.320000,36.179649,251007200
2016-10-01,42.310001,43.029999,41.400002,42.400002,36.544189,264839100
2016-11-01,42.400002,42.980000,40.349998,40.349998,34.777306,316557000
2016-12-01,40.310001,42.220001,39.880001,41.459999,36.036110,283871000
2017-01-01,41.500000,42.250000,40.689999,41.570000,36.131714,240343500
2017-02-01,41.520000,42.150002,40.220001,41.959999,36.470692,333983800
2017-03-01,42.009998,42.700001,41.740002,42.439999,36.887897,339185400
2017-04-01,42.580002,43.790001,42.270000,43.150002,37.836048,232465400
2017-05-01,43.150002,45.700001,43.099998,45.470001,39.870338,250453800
2017-06-01,45.450001,46.060001,44.650002,44.849998,39.326683,241609300
2017-07-01,45.110001,46.430000,44.150002,45.840000,40.525558,195369200
2017-08-01,45.970001,46.340000,45.250000,45.549999,40.269184,208673800
2017-09-01,45.639999,46.980000,44.380001,45.009998,39.791782,197449400
2017-10-01,45.049999,46.790001,44.750000,45.980000,40.972775,192361800
2017-11-01,45.750000,47.480000,45.029999,45.770000,40.785641,217681900
2017-12-01,45.799999,46.480000,44.919998,45.880001,41.218853,207945400
2018-01-01,45.910000,48.619999,45.340000,47.590000,42.755119,256417300
2018-02-01,47.410000,47.730000,42.189999,43.220001,38.829090,292809500
2018-03-01,43.099998,45.090000,42.250000,43.430000,39.017757,278776900
2018-04-01,43.439999,45.029999,41.910000,43.209999,39.162792,256838800
2018-05-01,42.959999,43.279999,41.450001,43.000000,38.972454,252954800
2018-06-01,43.099998,44.520000,42.959999,43.860001,39.751904,259306900
2018-07-01,43.779999,46.669998,43.580002,46.630001,42.638855,207676200
2018-08-01,46.450001,46.869999,44.389999,44.570000,40.755177,231152100
2018-09-01,44.599998,46.689999,44.509998,46.189999,42.236511,193542300
2018-10-01,46.169998,48.080002,44.250000,47.880001,44.154270,326355300
2018-11-01,47.810001,50.840000,47.299999,50.400002,46.478184,279957400
2018-12-01,49.869999,50.509998,45.660000,47.349998,44.010803,308108600
2019-01-01,46.939999,48.779999,46.340000,48.130001,44.735794,290752700
2019-02-01,48.480000,49.939999,44.419998,45.340000,42.142555,388570200
2019-03-01,45.470001,46.919998,44.610001,46.860001,43.555359,363961200
2019-04-01,46.990002,49.180000,46.040001,49.060001,45.998295,238015200
2019-05-01,48.950001,49.900002,47.070000,49.130001,46.063927,258269900
2019-06-01,49.160000,52.200001,49.020000,50.919998,47.742214,248586800
2019-07-01,51.070000,54.820000,50.779999,52.630001,49.730709,257685900
2019-08-01,52.779999,55.340000,51.400002,55.040001,52.007946,271904100
2019-09-01,54.980000,55.919998,53.630001,54.439999,51.440994,216515600
2019-10-01,54.529999,55.389999,52.820000,54.430000,51.807579,245853900
2019-11-01,54.630001,54.740002,51.580002,53.400002,50.827202,226002600
2019-12-01,53.320000,55.450001,52.849998,55.349998,53.076775,230590700
2020-01-01,55.320000,59.080002,54.090000,58.400002,56.001514,286856700
2020-02-01,58.750000,60.130001,51.580002,53.490002,51.293171,245603500
2020-03-01,53.930000,59.000000,36.270000,44.250000,42.432648,693439800
2020-04-01,42.480000,49.730000,41.799999,45.889999,44.391228,395217800
2020-05-01,45.619999,47.459999,43.200001,46.680000,45.155430,382777000
2020-06-01,46.660000,49.970001,43.509998,44.680000,43.220745,399229500
2020-07-01,44.930000,49.279999,43.830002,47.240002,46.112293,369300300
2020-08-01,47.139999,50.070000,46.220001,49.529999,48.347626,252190900
2020-09-01,49.310001,52.139999,47.560001,49.369999,48.191441,341640700
2020-10-01,49.439999,51.529999,47.299999,48.060001,47.292465,292194600
2020-11-01,48.750000,54.619999,48.240002,51.599998,50.775928,339327300
